StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_BallotBoxStuffing,Q2,Q5,Q8,Q12,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q14,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q18,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,Q20,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,Q24,Q25_First Click,Q25_Last Click,Q25_Page Submit,Q25_Click Count,Q26,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q28,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q30,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q32,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Q34,Q35_First Click,Q35_Last Click,Q35_Page Submit,Q35_Click Count,Q36,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,Q38,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,Q40,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q42,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q44,Q45_First Click,Q45_Last Click,Q45_Page Submit,Q45_Click Count,Q46,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,Q48,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,Q50,Q51_First Click,Q51_Last Click,Q51_Page Submit,Q51_Click Count,Q52,Q53_First Click,Q53_Last Click,Q53_Page Submit,Q53_Click Count,Q54,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q56,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q58,Q59_First Click,Q59_Last Click,Q59_Page Submit,Q59_Click Count,Q60,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,Q62,Q63_First Click,Q63_Last Click,Q63_Page Submit,Q63_Click Count,Q64,Q65_First Click,Q65_Last Click,Q65_Page Submit,Q65_Click Count,Q66,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q68,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,SC0,pid,grade,cond,Q_TotalDuration
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Q_BallotBoxStuffing,"Which piece should go in the missing space?



When you think you have found the missing piece, click on the number below that corresponds to it.",Let's try another one.,Let's try another one.,Q12,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q16,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q18,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q20,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q22,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q24,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q26,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q28,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q30,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q32,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q34,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q36,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q38,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q40,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q42,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q44,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q46,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q48,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q50,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q52,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q54,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q56,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q58,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q60,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q62,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q64,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q66,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q68,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Score,pid,grade,cond,Q_TotalDuration
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_BallotBoxStuffing""}","{""ImportId"":""QID297""}","{""ImportId"":""QID301""}","{""ImportId"":""QID305""}","{""ImportId"":""QID236""}","{""ImportId"":""QID237_FIRST_CLICK""}","{""ImportId"":""QID237_LAST_CLICK""}","{""ImportId"":""QID237_PAGE_SUBMIT""}","{""ImportId"":""QID237_CLICK_COUNT""}","{""ImportId"":""QID238""}","{""ImportId"":""QID239_FIRST_CLICK""}","{""ImportId"":""QID239_LAST_CLICK""}","{""ImportId"":""QID239_PAGE_SUBMIT""}","{""ImportId"":""QID239_CLICK_COUNT""}","{""ImportId"":""QID240""}","{""ImportId"":""QID241_FIRST_CLICK""}","{""ImportId"":""QID241_LAST_CLICK""}","{""ImportId"":""QID241_PAGE_SUBMIT""}","{""ImportId"":""QID241_CLICK_COUNT""}","{""ImportId"":""QID242""}","{""ImportId"":""QID243_FIRST_CLICK""}","{""ImportId"":""QID243_LAST_CLICK""}","{""ImportId"":""QID243_PAGE_SUBMIT""}","{""ImportId"":""QID243_CLICK_COUNT""}","{""ImportId"":""QID244""}","{""ImportId"":""QID245_FIRST_CLICK""}","{""ImportId"":""QID245_LAST_CLICK""}","{""ImportId"":""QID245_PAGE_SUBMIT""}","{""ImportId"":""QID245_CLICK_COUNT""}","{""ImportId"":""QID246""}","{""ImportId"":""QID247_FIRST_CLICK""}","{""ImportId"":""QID247_LAST_CLICK""}","{""ImportId"":""QID247_PAGE_SUBMIT""}","{""ImportId"":""QID247_CLICK_COUNT""}","{""ImportId"":""QID248""}","{""ImportId"":""QID249_FIRST_CLICK""}","{""ImportId"":""QID249_LAST_CLICK""}","{""ImportId"":""QID249_PAGE_SUBMIT""}","{""ImportId"":""QID249_CLICK_COUNT""}","{""ImportId"":""QID251""}","{""ImportId"":""QID252_FIRST_CLICK""}","{""ImportId"":""QID252_LAST_CLICK""}","{""ImportId"":""QID252_PAGE_SUBMIT""}","{""ImportId"":""QID252_CLICK_COUNT""}","{""ImportId"":""QID253""}","{""ImportId"":""QID254_FIRST_CLICK""}","{""ImportId"":""QID254_LAST_CLICK""}","{""ImportId"":""QID254_PAGE_SUBMIT""}","{""ImportId"":""QID254_CLICK_COUNT""}","{""ImportId"":""QID255""}","{""ImportId"":""QID256_FIRST_CLICK""}","{""ImportId"":""QID256_LAST_CLICK""}","{""ImportId"":""QID256_PAGE_SUBMIT""}","{""ImportId"":""QID256_CLICK_COUNT""}","{""ImportId"":""QID257""}","{""ImportId"":""QID258_FIRST_CLICK""}","{""ImportId"":""QID258_LAST_CLICK""}","{""ImportId"":""QID258_PAGE_SUBMIT""}","{""ImportId"":""QID258_CLICK_COUNT""}","{""ImportId"":""QID259""}","{""ImportId"":""QID260_FIRST_CLICK""}","{""ImportId"":""QID260_LAST_CLICK""}","{""ImportId"":""QID260_PAGE_SUBMIT""}","{""ImportId"":""QID260_CLICK_COUNT""}","{""ImportId"":""QID261""}","{""ImportId"":""QID262_FIRST_CLICK""}","{""ImportId"":""QID262_LAST_CLICK""}","{""ImportId"":""QID262_PAGE_SUBMIT""}","{""ImportId"":""QID262_CLICK_COUNT""}","{""ImportId"":""QID265""}","{""ImportId"":""QID266_FIRST_CLICK""}","{""ImportId"":""QID266_LAST_CLICK""}","{""ImportId"":""QID266_PAGE_SUBMIT""}","{""ImportId"":""QID266_CLICK_COUNT""}","{""ImportId"":""QID267""}","{""ImportId"":""QID268_FIRST_CLICK""}","{""ImportId"":""QID268_LAST_CLICK""}","{""ImportId"":""QID268_PAGE_SUBMIT""}","{""ImportId"":""QID268_CLICK_COUNT""}","{""ImportId"":""QID269""}","{""ImportId"":""QID270_FIRST_CLICK""}","{""ImportId"":""QID270_LAST_CLICK""}","{""ImportId"":""QID270_PAGE_SUBMIT""}","{""ImportId"":""QID270_CLICK_COUNT""}","{""ImportId"":""QID271""}","{""ImportId"":""QID272_FIRST_CLICK""}","{""ImportId"":""QID272_LAST_CLICK""}","{""ImportId"":""QID272_PAGE_SUBMIT""}","{""ImportId"":""QID272_CLICK_COUNT""}","{""ImportId"":""QID273""}","{""ImportId"":""QID274_FIRST_CLICK""}","{""ImportId"":""QID274_LAST_CLICK""}","{""ImportId"":""QID274_PAGE_SUBMIT""}","{""ImportId"":""QID274_CLICK_COUNT""}","{""ImportId"":""QID275""}","{""ImportId"":""QID276_FIRST_CLICK""}","{""ImportId"":""QID276_LAST_CLICK""}","{""ImportId"":""QID276_PAGE_SUBMIT""}","{""ImportId"":""QID276_CLICK_COUNT""}","{""ImportId"":""QID277""}","{""ImportId"":""QID278_FIRST_CLICK""}","{""ImportId"":""QID278_LAST_CLICK""}","{""ImportId"":""QID278_PAGE_SUBMIT""}","{""ImportId"":""QID278_CLICK_COUNT""}","{""ImportId"":""QID279""}","{""ImportId"":""QID280_FIRST_CLICK""}","{""ImportId"":""QID280_LAST_CLICK""}","{""ImportId"":""QID280_PAGE_SUBMIT""}","{""ImportId"":""QID280_CLICK_COUNT""}","{""ImportId"":""QID281""}","{""ImportId"":""QID282_FIRST_CLICK""}","{""ImportId"":""QID282_LAST_CLICK""}","{""ImportId"":""QID282_PAGE_SUBMIT""}","{""ImportId"":""QID282_CLICK_COUNT""}","{""ImportId"":""QID283""}","{""ImportId"":""QID284_FIRST_CLICK""}","{""ImportId"":""QID284_LAST_CLICK""}","{""ImportId"":""QID284_PAGE_SUBMIT""}","{""ImportId"":""QID284_CLICK_COUNT""}","{""ImportId"":""QID285""}","{""ImportId"":""QID286_FIRST_CLICK""}","{""ImportId"":""QID286_LAST_CLICK""}","{""ImportId"":""QID286_PAGE_SUBMIT""}","{""ImportId"":""QID286_CLICK_COUNT""}","{""ImportId"":""QID287""}","{""ImportId"":""QID288_FIRST_CLICK""}","{""ImportId"":""QID288_LAST_CLICK""}","{""ImportId"":""QID288_PAGE_SUBMIT""}","{""ImportId"":""QID288_CLICK_COUNT""}","{""ImportId"":""QID289""}","{""ImportId"":""QID290_FIRST_CLICK""}","{""ImportId"":""QID290_LAST_CLICK""}","{""ImportId"":""QID290_PAGE_SUBMIT""}","{""ImportId"":""QID290_CLICK_COUNT""}","{""ImportId"":""QID291""}","{""ImportId"":""QID292_FIRST_CLICK""}","{""ImportId"":""QID292_LAST_CLICK""}","{""ImportId"":""QID292_PAGE_SUBMIT""}","{""ImportId"":""QID292_CLICK_COUNT""}","{""ImportId"":""QID293""}","{""ImportId"":""QID294_FIRST_CLICK""}","{""ImportId"":""QID294_LAST_CLICK""}","{""ImportId"":""QID294_PAGE_SUBMIT""}","{""ImportId"":""QID294_CLICK_COUNT""}","{""ImportId"":""QID295""}","{""ImportId"":""QID296_FIRST_CLICK""}","{""ImportId"":""QID296_LAST_CLICK""}","{""ImportId"":""QID296_PAGE_SUBMIT""}","{""ImportId"":""QID296_CLICK_COUNT""}","{""ImportId"":""SC_6RJEa4GdZbvY32e""}","{""ImportId"":""pid""}","{""ImportId"":""grade""}","{""ImportId"":""cond""}","{""ImportId"":""Q_TotalDuration""}"
5/25/21 9:00,5/25/21 9:03,IP Address,100,155,TRUE,5/25/21 9:03,R_3JFqaMXBGQxD1oQ,anonymous,EN,,1,5,1,4,2.313,6.602,8.017,3,4,3.124,3.124,3.841,1,1,5.033,5.522,6.52,2,3,3.722,4.338,5.443,2,2,2.917,3.558,4.973,2,5,4.103,4.103,4.837,1,5,3.138,3.138,4.196,1,1,3.403,3.403,4.487,1,1,6.231,6.231,7.546,1,2,8.666,10.665,11.213,3,5,7.649,8.89,10.959,2,4,6.135,8.16,8.453,3,2,3.564,6.998,7.872,3,0,2.353,4.099,9.686,3,0,2.646,2.646,3.628,1,0,1.483,1.483,2.368,1,0,0.864,0.864,2.016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,51107,5,0,155
5/25/21 9:05,5/25/21 9:07,IP Address,100,118,TRUE,5/25/21 9:07,R_2Ev4rLCSjV8Hfh4,anonymous,EN,,1,5,4,0,5.91,5.91,7,1,4,4.745,4.745,5.423,1,1,5.679,5.679,7.208,1,3,8.958,8.958,11.444,1,0,1.593,2.649,3.38,2,5,1.558,1.558,2.466,1,4,1.359,2.401,3.198,2,4,1.365,1.365,2.422,1,5,1.866,1.866,3.482,1,5,2.259,2.259,3.41,1,5,2.69,2.69,3.682,1,5,2.601,2.601,3.85,1,5,1.47,1.47,2.595,1,5,1.897,1.897,2.823,1,5,1.526,1.526,2.643,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,51108,5,0,118
5/25/21 9:04,5/25/21 9:09,IP Address,100,279,TRUE,5/25/21 9:09,R_2AYBGQEZaK6Nhnw,anonymous,EN,,1,5,4,4,3.437,3.437,4.147,1,4,3.795,7.448,8.276,3,1,5.211,6.891,7.838,2,3,2.492,4.257,8.396,2,2,2.697,4.072,5.838,2,5,3.579,5.092,6.094,2,4,3.188,5.621,6.993,2,1,3.117,3.117,4.461,1,1,3.736,5.215,7.451,2,2,6.267,6.267,7.799,1,5,8.661,10.587,12.837,2,4,4.765,5.913,7.078,2,2,4.87,6.256,8.301,2,0,2.737,3.278,4.846,2,3,6.448,6.448,7.86,1,5,4.4,5.463,6.363,2,5,10.909,10.909,11.715,1,4,16.951,16.951,18.476,1,3,13.975,16.754,18.191,2,1,14.996,14.996,16.35,1,0,3.204,3.204,4.469,1,2,13.612,14.465,15.345,2,1,7.752,9.795,11.931,2,3,12.318,12.318,14.863,1,,,,,,,,,,,,,,,,,,,,,,,,,,19,51104,5,0,279
5/25/21 9:03,5/25/21 9:09,IP Address,100,381,TRUE,5/25/21 9:09,R_pucYchhUGA8UjPb,anonymous,EN,,1,5,4,4,5.078,5.078,5.977,1,4,8.997,8.997,10.857,1,1,4.142,7.082,10.875,2,3,4.775,4.775,7.285,1,2,5.619,6.258,7.314,2,5,7.619,7.619,9.275,1,4,7.427,9.037,9.718,2,1,4.21,7.278,8.73,4,1,5.622,7.668,8.542,2,2,12.861,28.502,31.067,2,5,11.424,11.424,12.418,1,4,8.56,8.56,11.853,1,2,5.667,5.667,7.692,1,4,18.192,22.198,23.917,2,3,20.921,20.921,22.054,1,3,14.886,14.886,18.279,1,5,16.607,16.607,19.725,1,4,46.504,46.504,55.237,1,3,19.102,19.102,19.929,1,3,3.615,3.615,5.363,1,4,2.526,2.526,4.117,1,3,0.732,2.763,3.96,2,5,2.578,2.578,4.639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,51205,5,1,381
5/25/21 9:08,5/25/21 9:13,IP Address,100,278,TRUE,5/25/21 9:13,R_32VAfihjfgalHgN,anonymous,EN,,1,5,4,4,3.617,3.617,4.487,1,4,4.138,4.138,4.998,1,1,4.181,4.181,5.7,1,3,3.785,3.785,5.5,1,2,5.295,5.295,6.532,1,5,5.001,5.001,5.992,1,4,4.06,4.06,5.81,1,1,3.141,3.141,4.48,1,1,4.73,4.73,5.589,1,2,8.616,8.616,10.095,1,5,5.943,5.943,7.776,1,4,3.713,3.713,5.328,1,2,6.027,7.064,7.774,2,4,9.549,9.549,11.3,1,3,13.279,13.279,15.059,1,3,3.597,3.597,5.182,1,5,19.057,19.057,20.835,1,0,13.391,28.391,29.392,3,2,15.248,15.248,16.833,1,0,35.983,35.983,38.404,1,4,13.927,13.927,15.209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,51109,5,0,278
5/25/21 9:06,5/25/21 9:15,IP Address,100,540,TRUE,5/25/21 9:15,R_Wofm6CXOBFnNDZ7,anonymous,EN,,1,5,4,4,3.633,3.633,4.531,1,4,3.211,5.638,7.317,3,1,4.904,5.826,7.508,2,3,3.045,3.749,5.664,2,2,3.863,5.085,6.837,3,5,3.745,4.405,6.084,2,4,3.219,4,5.59,2,1,5.179,6.783,8.441,2,1,4.089,4.752,6.372,2,2,32.108,32.83,34.84,2,5,5.401,8.107,9.795,3,4,4.331,6.796,7.45,3,2,1.595,6.798,8.026,2,4,12.88,13.611,15.588,2,3,48.522,49.925,51.587,2,3,10.852,52.7,54.642,4,5,9.17,9.17,11.127,1,4,1.735,13.042,14.778,4,2,10.633,11.742,13.376,2,1,5.198,16.183,19.07,4,4,8.431,9.133,10.711,2,1,31.027,32.008,36.341,2,5,8.567,26.137,28.3,3,2,17.463,18.787,20.979,3,5,12.017,18.071,21.302,4,3,17.804,18.435,20.346,2,0,18.65,19.471,21.219,2,4,6.21,6.841,8.687,2,0,6.214,6.805,13.152,2,23,51110,5,1,540
5/25/21 9:09,5/25/21 9:16,IP Address,100,431,TRUE,5/25/21 9:16,R_333XWtpsoCVRAcr,anonymous,EN,,1,5,4,4,4.214,5.476,6.84,2,4,3.996,3.996,6.654,1,1,5.217,8.651,11.632,3,3,3.272,6.699,7.481,3,2,4.959,6.442,9.274,2,5,6.231,9.95,11.4,2,4,0.682,4.769,5.787,3,2,0.184,2.972,4.487,3,1,3.872,5.243,8.218,2,2,6.859,16.151,17.367,2,5,3.672,6.707,7.469,2,4,5.486,6.551,8.095,2,2,5.878,8.864,9.784,2,4,11.008,11.008,12.671,1,3,22.14,22.14,23.487,1,2,6.163,6.163,7.684,1,5,14.706,14.706,15.534,1,4,27.159,27.159,28.34,1,2,14.431,17.937,19.327,4,1,7.691,7.691,9.19,1,3,0.073,21.836,26.709,4,1,11.26,12.502,13.1,2,2,10.133,15.933,20.108,4,2,20.966,20.966,22.252,1,5,19.402,20.082,21.036,2,1,25.445,25.445,26.5,1,0,3.127,3.127,3.955,1,5,1.427,1.427,2.245,1,4,1.221,2.776,3.371,3,22,51114,5,1,431
5/25/21 9:11,5/25/21 9:17,IP Address,100,331,TRUE,5/25/21 9:17,R_2RXpSu4DlLV4maQ,anonymous,EN,,1,5,4,4,4.875,8.026,8.935,2,4,4.807,4.807,5.899,1,1,3.911,5.478,6.488,2,3,6.7,8.254,9.427,2,2,4.081,5.562,7.697,2,5,6.064,7.849,8.359,2,4,4.067,7.139,8.28,2,1,3.41,4.753,6.055,2,1,5.607,5.607,6.835,1,4,15.934,20.293,20.938,2,5,6.68,8.016,8.983,2,4,5.93,8.086,9.806,3,2,5.568,7.176,8.544,2,3,9.298,9.298,10.914,1,1,12.89,14.068,15.3,2,3,10.195,10.195,11.167,1,4,22.69,24.068,25.633,2,4,25.531,25.531,26.639,1,0,17.397,17.397,18.633,1,0,3.188,3.188,4.741,1,0,4.981,4.981,6.453,1,4,13.266,14.95,18.341,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,51113,5,0,331
